LON,LAT,EDO,CLAVE,ESTACION,ago-23
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",122.6
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",33.7
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",89.3
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",184.3
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",298.5
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",213.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",130.6
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",181.2
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",134
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",181.2
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",104.78
-93.270833,16.233333,CHIS,VIFCP,"Villaflores, Chis.",176.8
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",91.8
-91.729722,16.909167,CHIS,YAQUINTELA,"Yaquintela, Chis. SGT*",137.8
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",73.01
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",62.5
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",45.01
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",120
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",0
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",53
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",1.5
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",90
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",5.54
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",14.31
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas. Ciudad Acuña, Coah. CILA*",50.2
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",78
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",0.1
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos Múzquiz, Coah. SMN*",15.2
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",104.2
-100.556944,28.667778,COAH,RIOESCONDIDOC,"Río Escondido Villa De Fuentes, Coah. CILA*",73.25
-100.634444,28.898611,COAH,RioSanRodrigoC,"Río San Rodrigo cerca El Moral, Piedras Negras Coah., CILA*",85.8
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",45
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jimenez, Coah. CILA*",71.25
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",55
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",92
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",18
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",27.5
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",20
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",16.51
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",191.31
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",154.22
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",82.13
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",110.63
-103.804167,19.2125,COL,CQMCM,"Coquimatlán, Col.",85.31
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",183.2
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",67.84
-114.733611,18.348611,COL,ICLARIONmar,"Isla Clarión, Col. SEMAR*",72.274
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",380
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",93.2
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",182.01
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",148.61
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",148.12
-103.8125,19.3275,COL,PNTCM,"Peñitas, Col.",77.8
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",85.02
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",155.22
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",115.04
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",125.53
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",175.39
-99.174167,19.240833,DF,AMC,"Academia Mexicana de Ciencias, Cd. de Méx. UNAM*",142.44
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",128.962
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",160.122
-99.059722,19.383889,DF,CCHOTE,"CCH Oriente, Cd. de Méx. UNAM*",83.05
-99.140833,19.483333,DF,CCHVALLEJO,"CCH Vallejo, Cd. de Méx. UNAM*",112.88
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",110.63
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",48.53
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",16.5
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",212.61
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",94.49
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",131.34
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",154.26
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",109.6
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",115.07
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",140.53
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de Méx. UNAM*",130.81
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",100.439
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",42.5
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",29
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",77.63
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",208.98
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",118.55
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",90.15
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",159.19
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de Méx.",177.9
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",136.84
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",123.469
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",70.3
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de Méx.",73.32
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de Méx.",158.82
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",88.34
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",58.47
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",144.03
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",86.54
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",130.21
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",116.51
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",79.73
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",74.81
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",156.33
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",61.95
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",133.04
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",138.17
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",102.01
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",70.05
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",141.87
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",84.17
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",76.77
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",111.13
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",11.1
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",193.89
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",89.12
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",143.45
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",44.93
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",97.05
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",29.37
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",71.61
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",79.15
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",157.48
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",11.67
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",88.732
-99.141389,19.344444,DF,TAXQUENA,"Taxqueña, Cd. de Méx. UNAM*",132.449
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",133.37
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",232.03
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",208.2
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",84.57
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",103.27
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",123.33
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",177.38
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",164.51
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",193.49
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",64.35
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",224.67
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",99.05
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",16.25
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",5.82
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",19.03
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",44.4
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",21.53
-105.955556,25.934722,DGO,GNCDR,"Guanaceví, Dgo.",54.51
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",23.7
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",33.54
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",78.2
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",17.92
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",91
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",95.2
-105.041667,23.834167,DGO,NAVDR,"Navíos Viejos, Dgo.",96.7
-104.656667,24.203889,DGO,PAGDR,"Peña del Águila, Dgo.",64.59
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",40.075
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",49.04
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",32.5
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",21
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",23.93
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",33.8
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",100.01
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",51.61
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",145.95
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",75.5
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",4.51
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",32.5
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",295.8
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",149.9
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",153.2
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",141.8
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",335.5
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",256.8
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",124
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",331.7
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",122.1
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",259.2
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",224.2
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",165.2
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",142.4
-99.661944,18.245278,GRO,COCGR,"Cocula, Gro.",420.8
-98.970833,16.614722,GRO,COPGR,"Copala, Gro.",148.9
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",278
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",327.6
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",289.8
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",220
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",258.6
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",286.2
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",53
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",240
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",150
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",307.8
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",128.9
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",160.2
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",397.5
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",234.1
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",222.5
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",145.7
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",186.5
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",300.2
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",387.5
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",214.9
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",124
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",268.3
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",200.7
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",216.1
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",237
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",170.6
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",179.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",142.6
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",174.4
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",176.73
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",138.06
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",232.33
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",167.04
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",134.73
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",189.6
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",210.02
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",115.01
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",287.81
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",130
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",207.3
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. Protección Civil*",205.51
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",241.32
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",247.7
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",170.24
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",126.02
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",127.52
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",76
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",139.57
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",143.13
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",134.73
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",143.42
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",123.92
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",132.51
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",206.72
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",91.54
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",189.52
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",211.7
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",168.61
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",129.56
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",219.03
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",120
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",177.2
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",119.3
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",17.07
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",83
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",166.72
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",89.8
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",25.03
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",137.63
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",97.1
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",43.2
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",241.3
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",201.07
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",179.65
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",171.07
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",132.04
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",215.72
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",141.4
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",213.57
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",221.03
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",294
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",59.9
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",108
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",152.4
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",55.52
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",568.4
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",29.6
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",186.5
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",45.14
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",64.27
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",35.01
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",85.03
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",59.3
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",46.98
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",49.05
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",71.03
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",35.05
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",42.53
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",53.5
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",58.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",213
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",63.2
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",148.42
-102.436944,21.599444,JAL,AJJJL,"Ajojúcar, Jal.",72
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",72.54
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",101.8
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",100.53
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",181.61
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",151.41
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",65.76
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",239.35
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",223.9
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",96.11
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",336.31
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",195.33
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",146.1
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",362.2
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",186.2
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",212.21
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",286.5
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",208.11
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",153.81
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",101.1
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",216.02
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",211.02
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",243.01
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",116.6
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",61.4
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",95.51
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitlán, Jal. SGT*",80.4
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",105.4
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",116.2
-103.361667,20.583889,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias, Jal.",154.34
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",218.6
-103.433333,19.525,JAL,QUTJL,"Quito, Jal.",197.4
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",196.7
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",217.41
-102.716667,20.4,JAL,RIOZULA,"Río Zula, Jal. SGT*",185.5
-104.59,20.252222,JAL,RODJL,"El Rodeo, Jal.",149.76
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",141.41
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",214.6
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",88
-104.148056,19.554444,JAL,SMANANTLANII,"Sierra Manatlán 2, Jal. SMN*",59.6
-104.568056,20.620833,JAL,SNGJL,"San Gregorio, Jal.",202.6
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",288.61
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",179.11
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",101.8
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",137.01
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",215.03
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",44.6
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",90
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",130.5
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",150.81
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",62.52
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx SMN*",159.4
-98.912222,19.543611,MEX,ATEMX,"Atenco, Méx.",118.97
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",193.7
-100.436389,18.781111,MEX,BEJMX,"Bejucos, Mex.",182.3
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, Méx. UNAM*",113.03
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, Méx.",151.28
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",86.61
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",147.43
