LON,LAT,EDO,CLAVE,ESTACION,jun-23
-105.5,26.44,DGO,VILLAOCAMPO,"Villa Ocampo SMN, Dgo.",9.4
-105.51,26.45,DGO,VOCDR,"Villa Ocampo, Dgo.",0
-99.91,16.85,GRO,ACAGR,"Acapulco, Gro.",320
-99.52,17.58,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",11.8
-100.52,18.08,GRO,AFIGR,"AndrÈs Figueroa, Gro.",66.2
-100.43,17.21,GRO,ATYGR,"Atoyac, Gro.",193.9
-99.4,18.46,GRO,BVSGR,"Buenavista, Gro.",24
-99.7,17.67,GRO,CCHGR,"Chichihualco, Gro.",17
-100.09,17.01,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",221.5
-99.5,17.55,GRO,CHIGR,"Chilpancingo, Gro.",14.4
-99.18,17.61,GRO,CHLGR,"Chilapa, Gro.",9.5
-98.41,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",96.1
-99.52,17.23,GRO,EOCGR,"El Ocotito, Gro.",90.7
-99.33,18.3,GRO,HTZGR,"Huitzuco, Gro.",25
-99.55,18.35,GRO,IGLGR,"Iguala, Gro.",12.8
-99.52,18.36,GRO,IGUALA,"Iguala SMN, Gro.",0
-99.24,16.76,GRO,LDGGR,"Las Vigas, Gro.",174
-99.8,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",253.3
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",16.8
-98.74,17.78,GRO,OLNGR,"Olinal·, Gro.",35
-98.43,16.68,GRO,OMEGR,"Ometepec, Gro.",64.8
-99.45,17.48,GRO,PETGR,"Petaquillas, Gro.",11
-99.17,16.82,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",169
-100.47,17.14,GRO,SJEGR,"San JerÛnimo, Gro.",239.5
-99.61,18.55,GRO,TAXGR,"Taxco, Gro.",50.5
-99.98,17.79,GRO,TLAGR,"Tlacotepec, Gro.",60.6
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",33
-99.4,17.57,GRO,TXTGR,"Tixtla, Gro.",26.6
-100.27,18.38,GRO,VGRGR,"Vicente Guerrero, Gro.",68
-99.47,18.3,GRO,VTRGR,"Valerio Trujano, Gro.",23.6
-98.49,17.9,GRO,XXHGR,"Xochihuehuetl·n, Gro.",51.5
-101.55,17.65,GRO,ZHTGR,"Zihuatanejo, Gro.",208.3
-101.55,17.65,GRO,ZIHUATANEJO,"Zihuatanejo SMN, Gro.",170
-101.54,20.45,GTO,ABSGJ,"Abasolo, Gto.",21
-100.71,20.03,GTO,ACNGJ,"Ac·mbaro, Gto.",22.03
-100.68,20.53,GTO,AEGGJ,"Apaseo el Grande, Gto.",0
-100.58,20.55,GTO,AMCGJ,"Ameche, Gto.",32.5
-100.62,20.45,GTO,APSGJ,"Apaseo el Alto, Gto.",22
-101.63,20.5,GTO,ATBGJ,"Agua Tibia, Gto.",13.5
-101.84,21.05,GTO,BRRGJ,"El Barrial, Gto.",27.69
-100.82,20.54,GTO,CLYGJ,"Celaya, Gto.",31.3
-100.36,20.2,GTO,CORGJ,"Coroneo, Gto.",28.7
-101.67,20.62,GTO,CRMGJ,"Cuer·maro, Gto.",11.51
-100.96,20.49,GTO,CRTGJ,"Cort·zar, Gto.",0
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",26.64
-101.67,21.2,GTO,CSTGJ,"Los Castillos, Gto.",24.51
-100.93,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",12.01
-101.84,21.05,GTO,EBAGJ,"El Barrial, Gto.",20.5
-100.9,20.28,GTO,ECBGJ,"El Cubo, Gto.",41.54
-101.24,20.87,GTO,ECHGJ,"El ChapÌn, Gto.",33.52
-101.37,20.72,GTO,ECNGJ,"El Conejo, Gto.",9.3
-101.68,21.17,GTO,EPLGJ,"El Palote, Gto.",21.11
-102,20.8,GTO,FRIAS,"FrÌas ProtecciÛn Civil, Gto. ",0
-101.74,20.44,GTO,GLNGJ,"La Golondrina, Gto.",8
-101.27,21.01,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",27.52
-100.83,20.85,GTO,IALGJ,"Ignacio Allende, Gto.",25.04
-101.35,20.68,GTO,IRPGJ,"Irapuato, Gto.",35.12
-101.84,20.68,GTO,LADGJ,"Las Adjuntas, Gto.",30.1
-101.07,20.29,GTO,LDYGJ,"Laguna de Yuriria, Gto.",8.53
