LON,LAT,EDO,CLAVE,ESTACION,feb-23
-98.176667,22.06,VER,PNCVC,"Pánuco, Ver.",1.41
-97.475,20.543333,VER,POZARICA,"Poza Rica, Ver. SGT*",25.4
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",30.53
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",31.5
-98.356667,21.297778,VER,PSNVC,"Platón Sánchez, Ver.",20
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",6
-96.704444,18.821944,VER,PTEAUTOPISTA,"Puente de la Autopista, Ver. SGT*",0.8
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",2.06
-97.710556,20.274444,VER,PZAVC,"Progreso de Zaragoza, Ver. PC",18.7
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",12.52
-96.713889,20.157778,VER,RAUVC,"El Raudal, Ver.",19
-88.160278,21.571111,VER,RILYC,"Río Lagartos, Yuc. SMN*",7.8
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",12.83
-96.921389,19.578611,VER,SEDVC,"Sedeño, Ver.",8.54
-95.183333,18.45,VER,SIHVC,"Sihuapán, Ver.",15.1
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",3.03
-96.130556,19.085833,VER,SJNVC,"San José Novillero, Ver.",2.91
-97.293056,19.696944,VER,SNTVC,"Santa Ana, Ver. PC",4.51
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",143.52
-95.212778,18.450833,VER,STXVC,"San Andrés Tuxtla AC, Ver.",23.2
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",0.01
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",67.9
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",61
-96.797778,19.674444,VER,TEPVC,"Tepetlán Protección Civil, Ver.",8.6
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",18.43
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",216
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",7.5
-96.916667,19.811111,VER,TNCVC,"Tenochtitlán, Ver.",35
-89.047222,20.030278,VER,TNTYC,"Tantaquín, Yuc. SMN*",26.11
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",51.52
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",24.54
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",13.6
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",3.5
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",8.01
-97.254167,20.573611,VER,VEDVC,"Poza Verde, Ver. PC",10.5
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",7.83
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",0
-96.927778,19.542222,VER,XBMVC,"Xalapa Bomberos PC, Ver.",14.2
-96.929167,19.511944,VER,XBSVC,"Xalapa Base PC, Ver.",14
-96.863889,19.546667,VER,XCAVC,"Xalapa Castillo PC, Ver.",3
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",14.03
-96.916111,19.536944,VER,XCNVC,"Xalapa Constituyentes PC, Ver.",8.4
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",8.12
-96.901111,19.534722,VER,XDAVC,"Xalapa Dos de Abril, Ver.",5.94
-96.935278,19.529167,VER,XIMVC,"Xalapa IMAC PC, Ver.",5.2
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",13.04
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",7.55
-96.871667,19.511667,VER,XOLVC,Xalapa Olmos,2.13
-96.923889,19.527222,VER,XPMVC,"Xalapa Palacio PC, Ver.",6.8
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",1.53
-96.942222,19.550556,VER,XSMVC,"Xalapa Seminario PC, Ver.",0
-96.929444,19.563333,VER,XSPVC,"Xalapa Sefiplan PC, Ver.",11.2
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",5.34
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",24.4
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",0
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",9
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",48
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",11.7
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",34.6
-89.657222,20.983611,YUC,CHMR_MERIDA,"Centro Hidrometeorológico Regional Mérida, Yuc. SMN*",10.8
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",8.3
-89.638056,21.03,YUC,CICYC,"Centro de Investigación Científica, Yuc.",19
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",34.02
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",0
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",14.21
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",14.12
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",33.7
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",20.6
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",48.61
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",6.2
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",17
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",57.03
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",63.3
-88.160556,21.571667,YUC,RLAYC,"Río Lagartos, Yuc.",8.9
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",5.5
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",0.02
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",30.3
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",0
-102.889167,22,ZAC,CHIZC,"El Chique, Zac.",0
-101.389444,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",0
-103.093611,23.693056,ZAC,ELCZC,"El Cazadero, Zac.",0
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",0
-103.339722,21.649444,ZAC,EXCZC,"Miguel Alemán, Zac.",0
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",0
-103.093333,21.933333,ZAC,GJAZC,"General Joaquín Amaro, Zac.",0
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",0
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",0
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",0
-103.113889,21.404167,ZAC,JCHZC,"Juchipila, Zac.",0
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",0
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",0
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",0
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",0
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",0
-103.383333,22.836667,ZAC,LOBZC,"Manuel Felgueres, Zac.",0
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",0
-103.207222,23.179444,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",0
-103.443056,24.2875,ZAC,MGAZC,"Miguel Auza, Zac.",0
-103.362222,21.212778,ZAC,MORZC,"Mezquital del Oro, Zac.",0
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",0
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",0
-102.796667,22.347222,ZAC,PALZC,"Palomas, Zac.",0
-101.399167,22.117778,ZAC,PINZC,"Pino Suárez, Zac.",0
-102.897222,21.723056,ZAC,PMOZC,"Los Moraleños, Zac.",0
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",0
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",0
-103.488889,24.289167,ZAC,SGOZC,"Santiago, Zac.",0
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",0
-103.493333,22.333056,ZAC,STEZC,"Independencia Nacional, Zac.",0
-103.112778,22.925833,ZAC,STRZC,"Santa Rosa, Zac.",0
-102.859167,22.120833,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",0
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",0
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",0
-103.337778,21.604722,ZAC,VILZC,"José María Morelos, Zac.",0
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",0
