LON,LAT,EDO,CLAVE,ESTACION,oct-23
-96.554167,19.404167,VER,IDOVC,"Ídolos, Ver.",66.2
-97.2175,21.471667,VER,ISLALOBOSmar,"Isla Lobos, Ver. SEMAR*",684.8
-94.666667,17.95,VER,JALVC,"Jaltipán, Ver.",116.2
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",79
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",593.01
-96.666389,19.361667,VER,CUMVC,"La Cumbre, Ver.",34
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",143.61
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",134
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",206.91
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",208.9
-96.411111,19.261389,VER,LOFVC,"Loma Fina, Ver.",109.61
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",151
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",38
-94.930556,18.375833,VER,TUXTLASII,"Los Tuxtlas 2, Ver. SMN*",879.6
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",109.54
-97.048333,20.0675,VER,MDTVC,"Martínez de la Torre, Ver.",503.2
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",225.7
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",142.25
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",277.2
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",400.8
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",225.71
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",131.32
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",55.82
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",104.6
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",100.04
-98.176667,22.06,VER,PNCVC,"Pánuco, Ver.",307.36
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",229.73
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",225
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",38.86
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",80.44
-94.193611,17.872778,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",423.02
-94.253889,17.954444,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",836.01
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",611.22
-98.356667,21.297778,VER,PSNVC,"Platón Sánchez, Ver.",252.5
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",310.07
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",146
-97.475,20.543333,VER,POZARICA,"Poza Rica, Ver. SGT*",192.1
-96.665,19.043333,VER,PTE4CAMINOS,"Puente Cuatro Caminos, Ver. SGT*",67.9
-95.212778,18.450833,VER,STXVC,"San Andrés Tuxtla AC, Ver.",182.5
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",505.5
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",54.24
-97.293056,19.696944,VER,SNTVC,"Santa Ana Protección Civil, Ver.",53.15
-96.921389,19.578611,VER,SEDVC,"Sedeño, Ver.",81.01
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",183.41
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",242.03
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",145
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",227.5
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",206.9
-96.916667,19.811111,VER,TNCVC,"Tenochtitlán, Ver.",409.8
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",122.8
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",278
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",143.45
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",489.63
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",151.84
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",189.11
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",46.9
-96.929167,19.511944,VER,XBSVC,"Xalapa Base Protección Civil, Ver.",92.8
-96.927778,19.542222,VER,XBMVC,"Xalapa Bomberos Protección Civil, Ver.",104.2
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",91.03
-96.916111,19.536944,VER,XCNVC,"Xalapa Constituyentes Protección Civil, Ver.",77.6
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",86.08
-96.901111,19.534722,VER,XDAVC,"Xalapa Dos de Abril, Ver.",97.27
-96.935278,19.529167,VER,XIMVC,"Xalapa IMAC Protección Civil, Ver.",99
-96.898056,19.556667,VER,XMNVC,"Xalapa Minas Protección Civil, Ver.",86.2
-96.871667,19.511667,VER,XOLVC,Xalapa Olmos,68.23
-96.923889,19.527222,VER,XPMVC,"Xalapa Palacio Protección Civil, Ver.",112
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",54.24
-96.929444,19.563333,VER,XSPVC,"Xalapa Sefiplan Protección Civil, Ver.",83.8
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",76.59
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",236
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",13.5
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",47.5
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",54.7
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",12.2
-89.638056,21.03,YUC,CICYC,"Centro de Investigación Científica, Yuc.",86.7
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",71.8
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",37.9
-89.642778,21.048889,YUC,FIYYC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",99.41
-89.612778,20.986111,YUC,GEEYC,"Gerencia, Yuc.",135.1
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",29.6
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",31.93
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",63
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",127.62
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",15.1
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",104.2
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",105.5
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",46.52
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",169.03
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",20
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",6.61
-102.733889,23.602222,ZAC,CFPZC,"Cañitas de Felipe Pescador, Zac",102.2
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",92
-101.389167,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",37
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",151.44
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",43.93
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",49.54
-103.093333,22.933333,ZAC,GJAZC,"General Joaquín Amaro, Zac.",40.01
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",74.72
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",38.86
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",81.11
-102.864167,22.120556,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",81.11
-103.3375,21.588889,ZAC,VILZC,"José María Morelos, Zac.",144.72
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",85.5
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",35.5
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",63.01
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",40.4
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",84.52
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",116.9
-103.35,21.645833,ZAC,EXCZC,"Miguel Alemán, Zac.",135.52
-103.443056,24.287222,ZAC,MGAZC,"Miguel Auza, Zac.",54.16
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",126.6
-103.636667,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",117.81
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",18.27
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",55.62
-101.399167,22.1175,ZAC,PINZC,"Pino Suárez, Zac.",11.71
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",150.51
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",109.15
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",80.64
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",76.06
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",120.7
-101.715833,22.3475,ZAC,VHGZC,"Villa Hidalgo, Zac.",23.6
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",9.45
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",32.65
