LON,LAT,EDO,CLAVE,ESTACION,may_23
-102.71,21.85,AGS,CALVILLO,"Calvillo SMN, Ags.",7.02
-102.68,22,AGS,CDRAG,"La Codorniz, Ags.",24.2
-102.36,22.12,AGS,JCQAG,"Jocoque, Ags.",7.21
-102.79,21.81,AGS,MNLAG,"Media Luna, Ags.",9.2
-102.37,21.78,AGS,NGRAG,"El Ni·gara, Ags.",2.5
-102.47,22.19,AGS,P50ANIV,"Presa Cincuenta Aniversario SMN, Ags.",11
-102.42,22.14,AGS,PECAG,"Plutarco ElÌas Calles, Ags.",14
-102.44,22.24,AGS,PTRAG,"Derivadora PabellÛn, Ags.",16.3
-116.2,32.27,BC,AGHBN,"Agua Hechicera, B.C.",0
-116.91,32.44,BC,ALRBN,"Abelardo L. RodrÌguez, B.C.",3.2
-116.7,32.48,BC,CRRBN,"El Carrizo, B.C.",1
-116.83,32.47,BC,EFLBN,"El Florido, B.C.",2.01
-116.6,31.89,BC,ELZBN,"Emilio LÛpez Zamora, B.C.",2.71
-115.93,30.52,BC,ENBBN,"San QuintÌn, B.C.",0
-115.15,32.41,BC,ENLBN,"Observatorio de Ejido Nuevo LeÛn, B.C.",0
-116.3,32.52,BC,HNGBN,"El Hongo, B.C.",0
-114.73,32.71,BC,JMRBN,"InterconexiÛn JosÈ Maria Morelos y PavÛn, B.C.",0
-115.27,32.39,BC,MXCBN,"Mexicali, B.C.",0
-116.91,32.45,BC,PABELARLRDGZ2,"Abelardo L. RodrÌguez 2 SMN, B.C.",1.6
-114.73,32.7,BC,PDMBN,"Presa derivadora Morelos, B.C.",0
-117.07,32.38,BC,PLAYAROSARITO,"Playa Rosarito SMN, B.C.",0.2
-116.6,31.89,BC,PLOPEZZAMORA,"Presa Emilio LÛpez Zamora SMN, B.C.",5
-116.68,32.54,BC,PRTBN,"La Puerta, B.C.",4.4
-116.21,32.27,BC,RUMOROSA,La Rumorosa SMN B.C.,0.25
-114.85,31.03,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-115.94,30.53,BC,SQNBN,"San QuintÌn SMN, B.C.",0
-116.66,32.57,BC,TECATE,"Tecate SMN, B.C.",1.4
-111.66,25.01,BCS,CCNBS,"Observatorio de Ciudad ConstituciÛn, B.C.S.",0.01
-109.93,22.9,BCS,CSLBS,"Cabo San Lucas, B.C.S.",0
-113.46,27.64,BCS,DORBS,"DÌaz Ordaz, B.C.S.",0
-114.05,27.96,BCS,GNGBS,"Guerrero Negro, B.C.S.",0
-109.7,23.68,BCS,LBABS,"Los Barriles, B.C.S.",0
-110.37,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0
-111.35,26.01,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",5.95
-111.98,26.9,BCS,MLGBS,"MulegÈ, B.C.S.",0
-111.83,24.48,BCS,PCORTESmar,"Puerto CortÈs SEMAR, B.C.S.",0
-109.93,23.97,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.59,23.59,BCS,RBRBS,"La Ribera, B.C.S.",0.01
-110.06,23.81,BCS,SANBS,"San Antonio, B.C.S.",0
-110,24.08,BCS,SARBS,"El Sargento, B.C.S.",0
-109.84,23.74,BCS,SBABS,"San Bartolo, B.C.S.",0
-109.71,23.12,BCS,SJCBS,"San JosÈ del Cabo, B.C.S.",0
-110,23.56,BCS,SLAGUNA,"Sierra La Laguna SMN, B.C.S.",1.2
-109.71,23.49,BCS,SNTBS,"Santiago, B.C.S.",0
-112.27,27.34,BCS,SRLBS,"Santa RosalÌa, B.C.S.",0
-110.21,23.48,BCS,TSNBS,"Todos Santos, B.C.S.",0
-89.74,20,CAMP,BOLCA,"BolonchÈn, Camp.",13.2
-90.58,19.3,CAMP,CANCA,"Canasayab, Camp.",6
-91.76,18.65,CAMP,CARCA,"El Carmen, Camp.",56.5
-90.72,19.36,CAMP,CHMCA,"ChampotÛn, Camp.",23.01
-90.54,19.84,CAMP,CMPCA,"Campeche, Camp.",85
-91.05,18.18,CAMP,CNDCA,"Candelaria, Camp.",134.41
-90.51,19.84,CAMP,COBCA,"Observatorio de Campeche, Camp.",68.5
-90.74,18.6,CAMP,ESCCA,"Esc·rcega, Camp.",53.1
-90.11,20.18,CAMP,HECCA,"Hecelchak·n, Camp.",131
-89.85,19.75,CAMP,HPOCA,"HopelchÈn, Camp.",30
-90.82,18.06,CAMP,MONCLOVACAMP,"Monclova SMN, Camp.",89
-90.22,19.61,CAMP,NYXCA,"Noh-YaxchÈ, Camp.",46.7
-92.09,18.25,CAMP,PLZCA,"Palizada, Camp.",94.5
-91.18,18.97,CAMP,SBNCA,"Sabancuy, Camp.",17
-89.86,19.66,CAMP,XCPCA,"Xcupil, Camp.",11.5
-89.4,18.5,CAMP,XPJCA,"Xpujil, Camp.",73.5
-99.21,19.22,DF,AJSDF,"Ajusco, Cd. de MÈx.",121.92
-99.19,19.21,DF,AJUSCO,"Ajusco UNAM, Cd. de MÈx.",119.31
-99.17,19.24,DF,AMC,"Academia Mexicana de Ciencias UNAM, Cd. de MÈx.",68.88
-99.1,19.42,DF,BALBUENA,"Balbuena UNAM, Cd. de MÈx.",51.27
-99.12,19.47,DF,BONDOJITO,"Bondojito UNAM, Cd. de MÈx.",74.52
-99.28,19.44,DF,BOSQUEREAL,"Bosque Real UNAM, MÈx.",65.55
-99.17,19.45,DF,CBIDF,"Escuela Nacional de Ciencias BiolÛgicas IPN SMN, Cd. de MÈx.",30.89
-99.06,19.38,DF,CCHOTE,"CCH Oriente UNAM, Cd. de MÈx.",44.77
-99.14,19.48,DF,CCHVALLEJO,"CCH Vallejo UNAM, Cd. de MÈx.",61.64
-99.18,19.35,DF,CCUDF,"Universidad, Cd. de MÈx.",77.72
-99,19.36,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",21.83
-99.11,19.41,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",0
-99.14,19.52,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",25.11
-99.21,19.16,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",0
-99.14,19.47,DF,CMTDF,"Avenida Cien Metros, Cd. de MÈx.",4.32
-99.18,19.49,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",50.77
-99.2,19.41,DF,CTMDF,"Observatorio de Tacubaya, Cd. de MÈx.",48.4
-99.09,19.19,DF,CTNDF,"San Salvador Cuautenco, Cd. de MÈx.",22.29
-99.29,19.36,DF,CUAJIMALPA,"Memetla Cuajimalpa UNAM, Cd. de MÈx.",78.4
-99.14,19.55,DF,CUAUTEPEC,"Cuautepec UNAM, MÈx.",49.64
-99.11,19.32,DF,CULHUACAN,"Culhuac·n UNAM, Cd. de MÈx.",40.76
-99.09,19.48,DF,CYLDF,"Coyol, Cd. de MÈx.",37.11
-99.21,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",7.3
-99.31,19.31,DF,DDELOSLEONES,"Desierto de los Leones CDMX, Cd. de MÈx.",0
-99.13,19.43,DF,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",23.81
-99.16,19.38,DF,DELVALLE,"Del Valle, Cd. de MÈx. SACMEX*",5.61
-99.31,19.31,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",0
-99.15,19.3,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",17.25
-99.29,19.36,DF,EYQDF,"El Yaqui, Cd. de MÈx.",0
-99.09,19.48,DF,GCNDF,"Km. 6+250, Cd. de MÈx.",7.4
-99.25,19.42,DF,HERRADURA,"Herradura UNAM, MÈx.",36.41
-99.12,19.5,DF,INDIOSVER,"Indios Verdes UNAM, Cd. de MÈx.",56.38
-98.98,19.34,DF,LACALDERA,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx. SACMEX*",29.45
-99.07,19.38,DF,LU4DF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx.",12.95
-99.3,19.34,DF,LVNDF,"La Venta, Cd. de MÈx.",0
-99.13,19.4,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",24.1
-99.12,19.36,DF,MEXICALTZI,"Mexicaltzingo UNAM, Cd. de MÈx.",58.03
-99.04,19.34,DF,MEYEHUALCO,"Meyehualco UNAM, Cd. de MÈx.",40.49
-99.02,19.2,DF,MILPAALTA,"Milpa Alta UNAM, Cd. de MÈx.",59.28
-99.03,19.19,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",59.28
-99.23,19.19,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de MÈx.",122.68
-99.24,19.47,DF,NAUCALPAN,"Naucalpan UNAM, MÈx.",29.83
-99.05,19.3,DF,NOPALERA,"Nopalera UNAM, Cd. de MÈx.",45.06
-99.23,19.29,DF,PADIERNA,"Padierna UNAM, Cd. de MÈx.",108.91
-99.07,19.42,DF,PANTITLAN,"Pantitl·n UNAM, Cd. de MÈx.",45.47
-99.1,19.38,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",34.51
-99.06,19.43,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",16.5
-99.12,19.49,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",29.96
-99.04,19.38,DF,PBODF,"Planta de bombeo U. H. EjÈrcito de Oriente, Cd. de MÈx.",0
-99.17,19.44,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",67.79
-99.2,19.42,DF,PCHAPULTEPEC,"Puerta Chapultepec SACMEX, Cd. de MÈx.",24.87
-99.2,19.41,DF,PCHDF,"Puerta Chapultepec, Cd. de MÈx.",24.87
-99.1,19.46,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",57.1
-99.08,19.34,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",43.43
-99.07,19.42,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",4.51
-99.13,19.37,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",51.04
-99.09,19.25,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",25.13
-99.13,19.31,DF,PREPA5,"Prepa 5 UNAM, Cd. de MÈx.",24.45
-99.15,19.51,DF,PRMDF,"Planta de Tratamiento RÌo Magdalena, Cd. de MÈx.",90.66
-99.15,19.51,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",17.21
-99.02,19.3,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",47.26
-99.05,19.23,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",24.37
-99.16,19.47,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",74.44
-99.17,19.26,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",63.75
-99.19,19.51,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",81.53
-99.13,19.29,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",28.43
-99.14,19.33,DF,PXTDF,"Planta Xotepingo, Cd. de MÈx.",19.33
-99.19,19.3,DF,RBTDF,"Rebombeo Bosque Tlalpan, Cd. de MÈx.",67.47
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",0.75
-99.27,19.31,DF,SANBERNABE,"San BernabÈ UNAM, Cd. de MÈx.",19.54
-99,19.17,DF,SANDF,"Santa Ana, Cd. de MÈx.",76.44
-99.28,19.33,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",0
-99.03,19.34,DF,SCMDF,"Remombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",31.79
-99.12,19.57,DF,SDEGUADALUPE,"Sierra de Guadalupe SACMEX, Cd. de MÈx.",63.58
-99.12,19.57,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",63.58
-99.07,19.47,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",3.05
-99.01,19.28,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",20.06
-99.19,19.46,DF,TACUBA,"Tacuba UNAM, Cd. de MÈx.",64.81
-99.14,19.34,DF,TAXQUENA,"TaxqueÒa UNAM, Cd. de MÈx.",44.37
-99.14,19.56,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",29.05
-99.27,19.37,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",81.58
-99.25,19.33,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",70.09
-99.1,19.39,DF,TEZDF,"Tezontle SMN, Cd. de MÈx.",21.09
-99.21,19.4,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",58.91
-99.14,19.2,DF,TPJDF,"Topilejo, Cd. de MÈx.",19.82
-99.08,19.44,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",40.62
-99.21,19.36,DF,TRGDF,"Tarango, Cd. de MÈx.",15
-99.25,19.32,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",101.81
-99.23,19.44,DF,TSJDF,"Tanque San Joaquin, Cd. de MÈx.",46.17
-99.26,19.36,DF,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",99.84
-98.97,19.21,DF,TTLDF,"Tetelco, Cd. de MÈx.",0
-99.19,19.5,DF,UAMAZC,"UAM Azcapotzalco UNAM, Cd. de MÈx.",62.94
-107.48,28.48,CHIH,AGZCH,"Abraham Gonz·lez, Chih.",20
-107.93,30.38,CHIH,CAGCH,"Casas Grandes, Chih.",10.2
-106.84,28.4,CHIH,CDCUAUHTEMOC,"Ciudad CuauhtÈmoc SMN, Chih.",23.4
-105.45,28.21,CHIH,CDLCH,"Ciudad Delicias, Chih.",33.9
-108.54,27.39,CHIH,CHICH,"ChÌnipas SMN, Chih.",0
-106.77,26.23,CHIH,CHNCH,"Chinat˙ SMN, Chih.",1.75
-106.17,28.57,CHIH,CHUCH,"Chihuahua, Chih.",0
-106.4,31.74,CHIH,CJZCH,"Ciudad Ju·rez, Chih.",0
-105.38,27.41,CHIH,CL2CH,"Colina hidromÈtrica, Chih.",26
-107.63,27.75,CHIH,CRLCH,"Creel, Chih.",4.01
-106.12,28.61,CHIH,ERECH,"El RejÛn, Chih.",0
-105.63,28.17,CHIH,FIMCH,"Francisco I. Madero, Chih.",23
-107.07,26.81,CHIH,GCCCH,"Guachochi SMN, Chih.",0.4
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",8.6
-107.88,26.87,CHIH,IGNCH,"San Ignacio, Chih.",0
-108.43,30.84,CHIH,JANOS,"Janos SMN, Chih.",0
-105.41,27.54,CHIH,LBQCH,"La Boquilla, Chih.",38.51
-107.03,29.88,CHIH,LJSCH,"Las Lajas, Chih.",14.5
-105.28,28.98,CHIH,LLNCH,"Ing. Luis L. LeÛn, Chih.",6.5
-107.99,27.86,CHIH,MAGCH,"Maguarichi SMN, Chih.",1.02
-106.49,28.8,CHIH,MAJALCA,"Cumbres de Majalca SMN, Chih.",44
-104.43,29.58,CHIH,OJINAGAC,"Ojinaga RÌo Conchos CILA, Chih.",40.5
-104.41,29.57,CHIH,OJNCH,"Ojinaga, Chih.",61
-105.25,26.55,CHIH,PAGCH,"Pico del ¡guila, Chih.",40
-105.68,26.92,CHIH,PRRCH,"Observatorio de Parral, Chih.",60
-106.09,28.66,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",27.8
-107.85,28.95,CHIH,TMCCH,"TemÛsachic, Chih.",0.8
-107.91,27.22,CHIH,URECH,"Urique, Chih.",0
-105.16,26.74,CHIH,VICCH,"Villa Coronado, Chih.",0
-92.8,16.55,CHIS,ACACP,"Acala, Chis.",48
-92.11,17.25,CHIS,AGUAAZUL,"Agua Azul SGT, Chis.",15.9
-92.03,16.74,CHIS,ALTAMIRANO,"Altamirano SGT, Chis.",85.6
-92.78,16.4,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",46.7
-93.9,16.24,CHIS,AROCP,"Observatorio de Arriaga, Chis.",67.3
-93.43,17.25,CHIS,AZAPACCFE,"Aza-Pac CFE, Chis.",15.3
-92.91,17,CHIS,BOCHIL,"Bochil SGT, Chis.",132.1
-93.03,16.95,CHIS,BOMBANA,"Bombana SGT, Chis.",56.8
-93.15,16.64,CHIS,BOQCP,"BoquerÛn, Chis.",46
-92.72,15.35,CHIS,CACCP,"Cacaluta, Chis.",251.7
-92.49,16.31,CHIS,CASCAJAL,"Cascajal SGT, Chis.",114.4
-92.48,16.31,CHIS,CASCP,"Cascajal, Chis.",44.6
-92.48,15.97,CHIS,CATARINITAS,"Catarinitas SGT, Chis.",24.8
-91.95,17.85,CHIS,CATAZAJA,"Catazaj· SGT, Chis.",36.8
-93.13,17.34,CHIS,CHAPULTENANGO,"Chapultenango SGT, Chis.",172
-91.71,16.38,CHIS,CHAYABE,"Finca ChayabÈ SGT, Chis.",101.2
-92.63,16.89,CHIS,CHENALHO,"ChenalhÛ, Chis. SGT*",236.8
-92.72,16.58,CHIS,CHIAPILLA,"Villa de Chiapilla SGT, Chis.",38.5
-92.28,15.75,CHIS,CHICOMUSELO,"Chicomuselo SGT, Chis.",87.8
-93.1,16.94,CHIS,CHICP,"Manuel Moreno Torres, Chis.",18.7
-92.28,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",119.6
-93.47,16.44,CHIS,COBREGONCFE,"CristÛbal ObregÛn CFE, Chis.",35.5
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",103.6
-93.91,16.24,CHIS,CREDARRIAGA,"Cred Arriaga PC, Chis. ",44.38
-92.11,15.44,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",39.4
-92.97,15.73,CHIS,CUXTEPEQUES,"Finca Cuxtepeques SGT, Chis.",96.8
-92.86,16.04,CHIS,CUXTEPEQUESCFE,"Cuxtepeques CFE, Chis.",46
-92.94,15.88,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidromÈtrica SGT, Chis.",22.7
-92.58,15.2,CHIS,DESCP,"Despoblado, Chis.",271.9
-92.93,16.11,CHIS,DORADOCFE,"El Dorado CFE, Chis.",40.5
-92.59,16.69,CHIS,ELAGUAJE,"El Aguaje SGT, Chis.",120.22
-92.58,16.73,CHIS,ELARCOTETE,"El Arcotete SGT, Chis.",72.2
-92.83,16.79,CHIS,ELBURRERO,"El Burrero SGT, Chis.",45.2
-92.95,15.5,CHIS,ELNCP,"El Novillero, Chis.",51.3
-92.81,15.66,CHIS,ELTRIUNFO,"El Triunfo SMN, Chis.",116.4
-92.83,17.37,CHIS,ESCALONCP,"El EscalÛn SGT, Chis.",89.9
-92.67,15.32,CHIS,ESCCP,"Escuintla, Chis.",249
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla SMN, Chis.",166.95
-93.34,17.22,CHIS,EZAPATACFE,"Emiliano Zapata CFE, Chis.",45.1
-92.3,15.13,CHIS,FARCP,"Finca Argovia, Chis.",404.8
-92.33,15.17,CHIS,FHACP,"Finca Hamburgo, Chis.",343.9
-92.92,17.44,CHIS,FIMADERO,"Francisco I. Madero SGT, Chis.",160.1
-92.48,15.35,CHIS,FPZCP,"Finca La Paz, Chis.",368.5
-92.36,15.18,CHIS,FSCCP,"Finca San CristÛbal, Chis.",381
-93.13,16.98,CHIS,GRICP,"Grijalva, Chis.",34.3
-92.4,15,CHIS,HUECP,"Huehuet·n, Chis.",155.5
-92.47,15.13,CHIS,HUICP,"Huixtla, Chis.",321.1
-92.45,16.71,CHIS,HUIXTAN,"Huixt·n SGT, Chis.",24.3
-92.47,15.15,CHIS,HUIXTLA,"Huixtla SGT, Chis.",355
-92.72,15.89,CHIS,JALTENANGO,"Jaltenango SGT, Chis.",69.6
-92.73,15.87,CHIS,JAPCP,"Jaltenango, Chis.",2
-93.38,17.36,CHIS,JDGCP,"Juan de Grijalva, Chis.",15.3
-92.9,16,CHIS,JSBCP,"Juan Sabines, Chis.",49.3
-90.7,16.58,CHIS,LACCP,"Lacant˙n, Chis.",26.3
-92.99,16.52,CHIS,LAESCALERAHC,"La Escalera, Chis. SGT*",200
-93.56,16.7,CHIS,LFLCP,"Las Flores, Chis.",14.2
-91.73,16.11,CHIS,LMONTEBELLO,"Lagunas de Montebello SMN, Chis.",53
-93.6,17.18,CHIS,MALCP,"NezahualcÛyotl, Chis.",18.34
-92.88,15.45,CHIS,MAPCP,"Mapastepec, Chis.",114.2
-93.11,16.74,CHIS,MODULO5,"MÛdulo Cinco SGT, Chis.",24.2
-93.38,16.07,CHIS,MONTERREYCFE,"Monterrey CFE, Chis.",15.9
-92.27,15.33,CHIS,MOTOZINTLA,"Motozintla SGT, Chis.",42.5
-93.63,16.49,CHIS,NVAPALESTINA,"Nueva Palestina SGT, Chis.",0.2
-93.37,17.46,CHIS,NVOXOCHIMILCO,"Nuevo Xochimilco SGT, Chis.",113
-93.15,17.22,CHIS,OCOCP,"Ocotepec, Chis.",44.6
-91.97,15.85,CHIS,PCOCP,"Puente Concordia, Chis.",29.6
-91.97,15.85,CHIS,PCONCORDIACFE,"Puente Concordia CFE, Chis.",11
-93.46,17.45,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",1.4
-93.47,17.46,CHIS,PENITAS,"PeÒitas SGT, Chis.",45.3
-93.46,17.45,CHIS,PENITASCFE,"PeÒitas CFE, Chis.",27.5
-93.22,15.69,CHIS,PIJCP,"Pijijiapan, Chis.",117.7
-92.79,15.71,CHIS,PRUSIA,"Prusia SGT, Chis.",54.2
-92.65,16.73,CHIS,PTEMORELOS,"Puente Morelos SGT, Chis.",210.8
-92.62,16.75,CHIS,QUIOSCO,"Quiosco SGT, Chis.",173.9
-92.67,15.92,CHIS,REFCP,"Reforma, Chis.",114
-93.08,16.16,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",49.7
-92.35,17.57,CHIS,SAACP,"Salto de Agua, Chis.",21.7
-92.24,15.78,CHIS,SANMIGUELCFE,"San Miguel CFE, Chis.",31.01
-93.38,17.43,CHIS,SAYCP,"Sayula, Chis.",78.11
-92.6,16.73,CHIS,SCCASASCFE,"San CristÛbal de las Casas CFE, Chis.",123.8
-92.63,16.73,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",82.6
-92.62,16.74,CHIS,SCRCP,"Puente Morelos, Chis.",139.3
-93.06,16.45,CHIS,SDOCP,"Santo Domingo, Chis.",61.9
-92.95,15.87,CHIS,SFRANCISCOII,"San Francisco 2 SGT, Chis.",92.3
-92.32,15.56,CHIS,SILTEPEC,"Siltepec SGT, Chis.",102.8
-93.09,17.56,CHIS,SJOCP,"San JoaquÌn, Chis.",0
-92.24,15.78,CHIS,SMICP,"San Miguel, Chis.",30.9
-93.59,16.15,CHIS,SMORENACFE,"Sierra Morena CFE, Chis.",61.8
-92.82,16.94,CHIS,SNACP,"Santa MarÌa, Chis.",40.4
-92.14,15.04,CHIS,SNJERONIMO,"San JerÛnimo SGT, Chis.",212.3
-92.42,16.29,CHIS,SOYCP,"Soyatit·n, Chis.",64.4
-92.73,17.04,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum SGT, Chis",0
-92.13,14.68,CHIS,SUCCP,"Suchiate, Chis.",23.9
-92.15,14.7,CHIS,SUCHIATE,"Suchiate SMN, Chis.",115.7
-93.03,16.74,CHIS,SUMIDEROCFE,"CaÒÛn del Sumidero CFE, Chis.",14.5
-92.43,17.3,CHIS,TILA,"Tila SGT, Chis.",66.2
-93.53,15.88,CHIS,TPICP,"Tres Picos, Chis.",12.5
-93.58,16.23,CHIS,TRESPICOSCFE,"Tres Picos CFE, Chis.",13.1
-93.1,16.76,CHIS,TUXCP,"Tuxtla Oriente, Chis.",38.2
-93.09,16.76,CHIS,TUXTLACFE,"Tuxtla CFE, Chis.",3.4
-93.13,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",7.5
-93.07,16.72,CHIS,TXZCP,"Tuxtla GutiÈrrez Zoomat, Chis.",28
-93.41,17.23,CHIS,TZIMBACCFE,"Tzimbac CFE, Chis.",48.6
-92.91,17.18,CHIS,UNIVERSIDADLIND,"Universidad Lindavista SMN, Chis.",32.1
-93.27,16.23,CHIS,VIFCP,"Villaflores, Chis.",65.8
-93.33,17.12,CHIS,YAMCP,"YamonhÛ, Chis.",9
-91.73,16.91,CHIS,YAQUINTELA,"Yaquintela SGT, Chis.",51
-92.76,17.25,CHIS,ZACAJTIC,"Zacajtic, Chis. SGT*",56
-100.84,28.34,COAH,ADLCL,"Allende, Coah.",39
-101.06,29.45,COAH,AMSCL,"Internacional La Amistad, Coah.",1.4
-100.93,25.56,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",25
-101.12,29.15,COAH,CBRCL,"Cabeceras, Coah.",75.01
-102.06,26.98,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",11
-100.95,29.33,COAH,CDACL,"Ciudad AcuÒa, Coah.",99.02
-100.66,26.84,COAH,CDLCL,"Candela, Coah.",37.62
-100.95,29.21,COAH,CNTCL,"El Centenario, Coah.",104
-103.47,25.54,COAH,CYTCL,"Coyote, Coah.",36.74
-100.92,25.44,COAH,ESLCL,"SecretarÌa de Agricultura Saltillo, Coah.",64.61
-100.95,29.33,COAH,LASVACASC,"Las Vacas, Ciudad AcuÒa CILA, Coah.",105.6
-101.42,26.91,COAH,MCVCL,"Observatorio de Monclova, Coah.",61.31
-101.71,28.01,COAH,MORELOSMUZQUIZ,"Morelos M˙zquiz SMN, Coah.",83.2
-100.53,28.71,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",18.9
-100.56,28.67,COAH,RioEscondidoC,"RÌo Escondido Villa De Fuentes CILA, Coah.",85.75
-101.02,25.38,COAH,SALCL,"Observatorio de Saltillo, Coah.",16
-100.73,29.07,COAH,SANDIEGOC,"San Diego JimÈnez CILA, Coah.",85.75
-101.12,27.85,COAH,SBNCL,"Sabinas, Coah.",24
-100.95,29.03,COAH,SMGCL,"San Miguel, Coah.",83
-102.98,25.76,COAH,SPECL,"San Pedro, Coah.",76.53
-101.02,25.38,COAH,STOCL,"Saltillo, Coah.",27.81
-103.45,25.54,COAH,TORCL,"Observatorio de TorreÛn, Coah.",57.43
-100.95,27.52,COAH,VCARRANZA,"Venustiano Carranza SMN, Coah.",92.6
-100.62,27.52,COAH,VCRCL,"Venustiano Carranza, Coah.",61.01
-103.61,19.25,COL,BVSCM,"Buenavista, Col.",0
-103.73,18.76,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.7,19.3,COL,CHNCM,"El Chanal, Col.",1.5
-103.63,18.83,COL,CLLCM,"Callejones, Col.",0
-103.76,19.32,COL,CMLCM,"Comala, Col.",0.02
-103.8,19.21,COL,CQMCM,"Coquimatl·n, Col.",0
-103.6,19.33,COL,CUACM,"CuauhtÈmoc, Col.",0
-103.88,19.11,COL,DJLCM,"Presa derivadora Jala, Col.",0
-110.95,18.73,COL,ISOCORROmar,"Isla Socorro SEMAR, Col.",1.4
-103.87,19.17,COL,LAECM,"La Esperanza, Col.",0
-103.77,18.81,COL,LDACM,"Laguna de Amela, Col.",0
-103.73,19.22,COL,LPSCM,"La Posta, Col.",0.01
-104.32,19.04,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.81,19.33,COL,PNTCM,"PeÒitas, Col.",3
-104.1,18.94,COL,RDRCM,"Radar, Col.",0
-103.7,19.41,COL,SCHCM,"Suchitl·n, Col.",0.01
-103.87,18.91,COL,TCMCM,"Tecom·n, Col.",0
-103.66,19.28,COL,TRPCM,"Trapiche, Col.",0
-104.81,24.54,DGO,CBRDR,"Caboraca, Dgo.",13.01
-104.12,24.44,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",14
-103.52,25.53,DGO,CLRDR,"Ciudad Lerdo, Dgo.",40.71
