"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","COD_RES","P4_1","P4_2_01","P4_2_02","P4_2_03","P4_2_04","P4_2_05","P4_2_06","P4_2_07","P4_2_08","P4_2_09","P4_2_10","P4_2_11","P4_2_12","P4_2_13","P4_2_14","P4_2_15","P4_2_16","P5_1","P5_2","P5_3","P5_4","P5_5","P5_6","P5_7","P5_8","P5_9","P5_10","P5_11","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17","P5_18","P5_19","P5_20","P5_21","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7_1","P6_7_2","P6_7_3","P6_7_4","P6_7_5","P6_7_6","P6_7_7","P6_7_8","P6_7_9","P7_1_01","P7_1_02","P7_1_03","P7_1_04","P7_1_05","P7_1_06","P7_1_07","P7_1_08","P7_1_09","P7_1_10","P7_1_11","P7_1_12","P7_1_13","P7_1_14","P7_1_14E","P7_1_15","P7_1_99","P7_2","P7_3","P7_4","P8_1","P8_2","P8_3_01","P8_3_02","P8_3_03","P8_3_04","P8_3_05","P8_3_06","P8_3_07","P8_3_08","P8_3_09","P8_3_10","P8_3_11","P8_3_12","P8_3_13","P8_3_14","P8_3_15","P8_3_15E","P8_4_01","P8_4_04","P8_4_06","P8_4_13","P8_4_14","P8_5_01","P8_5_02","P8_5_03","P8_5_04","P8_5_05","P8_5_06","P8_5_07","P8_5_08","P8_5_09","P8_5_10","P8_5_11","P8_5_12","P8_5_13","P8_5_14","P8_5_15","P8_5_15E","P8_6_1","P8_6_2","P8_6_3","P8_6_4","P8_6_5","P8_6_6","P8_6_7","P8_6_8","P8_6_9","P8_7","P8_8","P8_9","P9_1","P9_2","P9_3","P9_4","P9_5","P9_6","P9_7","P9_7E","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P9_8_7","P9_8_8","P9_9","P9_10_1","P9_10_2","P9_10_3","P9_10_4","P9_10_5","P9_11_1","P9_11_2","P9_11_3","P9_11_4","P9_12_01","P9_12_02","P9_12_03","P9_12_04","P9_12_05","P9_12_06","P9_12_07","P9_12_08","P9_12_09","P9_12_98","P9_12_99","FAC_SEL","DOMINIO","UPM_DIS","EST_DIS"
"1507279.03","1507279.03.01","1507279","03","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","00","00","00","00","00","00","00","05","00","00","05","05","00","00","10","99","10","00","00","05","05","10","01","08","00","10","10","00","00","00","08","00","00","00","00","00","03","00","08","08","05","2","1","2","","","","","","","","","","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","0","0","98","05","08","00","10","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","2","2","1","2","2","2","1","1","1","3","2","1","2","2","","","1","1","0","1","0","1","0","0","0","1","2","","1","","1","2","2","01","0000500","QUINIENTOS","0","0","1","0","1","0","0","0","1","02","00","00","00","00","4","4","4","4","0","1","0","0","0","1","0","0","0","0","0","15113.1400712473","U","0172","0066"
"1507279.04","1507279.04.02","1507279","04","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","01","00","01","00","01","01","00","01","01","00","01","01","00","00","01","01","01","02","01","03","05","03","08","03","04","05","08","10","05","05","08","08","05","05","06","02","05","05","10","08","08","1","2","2","","","","","","","","","","0","0","0","1","0","1","0","0","1","0","0","0","0","0","","0","0","05","05","08","05","05","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","","4","","4","4","3","3","1","3","1","3","1","3","3","3","3","1","3","3","","","1","1","0","0","0","0","0","1","0","1","1","","1","","2","2","2","01","0005000","CINCO MIL","1","0","1","0","0","0","0","0","2","10","05","10","05","08","3","3","2","3","0","1","0","1","0","1","0","0","0","0","0","30226.2801424946","U","0172","0066"
"1507279.05","1507279.05.02","1507279","05","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","05","10","10","10","10","10","10","10","10","08","08","08","08","08","08","08","10","08","08","07","08","08","08","08","07","08","08","10","08","08","08","08","07","08","07","08","08","07","10","10","08","2","2","2","","","","","","","","","","0","0","0","1","0","0","0","0","1","0","1","0","0","0","","0","0","07","08","08","08","08","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","2","2","2","4","4","3","3","3","4","4","3","2","2","2","4","2","2","3","4","","","0","1","0","0","1","1","0","0","0","2","","9","1","","3","2","2","02","0005500","CINCO MIL QUINIENTOS","0","0","0","0","0","0","0","1","2","08","07","08","08","08","1","2","2","2","0","1","0","1","0","1","0","0","0","0","0","30226.2801424946","U","0172","0066"
"1507812.01","1507812.01.01","1507812","01","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","07","05","05","03","05","05","06","07","05","04","05","07","05","07","05","06","09","07","09","05","08","07","06","10","07","05","09","10","07","06","08","07","06","05","08","07","07","05","08","05","08","1","1","1","08","07","08","05","07","07","08","08","08","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","06","06","07","08","07","1","2","2","2","2","1","2","2","2","2","2","2","2","2","8","","","1","","4","1","3","1","8","3","3","3","1","3","3","1","1","3","1","1","","","0","0","0","0","1","1","0","0","0","1","2","","1","","2","2","1","03","0008000","OCHO MIL","0","0","1","0","0","0","1","0","2","08","05","07","07","08","2","3","3","4","0","0","1","0","0","1","0","0","0","0","0","24869.772737998","U","0173","0066"
"1507812.02","1507812.02.01","1507812","02","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","07","08","04","00","08","09","07","10","04","00","09","07","09","10","07","09","10","07","06","09","08","07","10","04","10","09","10","10","09","10","10","08","10","04","07","00","08","09","00","10","10","1","2","1","10","10","08","10","08","10","10","10","10","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","08","09","00","00","05","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","","","","","3","1","4","4","4","3","4","4","4","3","3","4","3","4","4","3","","","0","1","0","1","1","0","0","1","0","1","1","","1","","2","2","1","03","0008000","OCHO MIL","0","0","0","0","0","0","0","1","2","09","06","00","06","10","1","1","3","2","0","1","0","1","0","1","0","0","0","0","0","24869.772737998","U","0173","0066"
"1507812.03","1507812.03.02","1507812","03","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","02","05","05","05","05","05","05","05","05","05","05","05","05","05","08","08","05","02","02","02","04","04","04","06","05","05","06","10","04","05","03","05","06","05","04","06","06","04","08","07","07","1","2","1","09","05","06","07","07","05","07","07","05","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","0","0","05","07","08","07","05","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","2","3","2","2","2","3","4","4","4","4","4","2","4","4","4","4","4","3","4","","","1","1","1","1","1","0","0","0","0","2","","2","1","","2","2","2","03","0008000","OCHO MIL","1","0","0","0","0","0","0","0","2","10","08","09","07","07","3","3","2","2","0","0","0","0","0","1","0","0","0","0","0","24869.772737998","U","0173","0066"
"1507812.04","1507812.04.02","1507812","04","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","07","01","02","10","99","01","00","03","10","10","99","01","08","03","10","00","10","00","10","00","08","05","08","00","00","10","10","08","04","10","00","09","10","06","00","05","99","02","10","08","10","1","1","2","","","","","","","","","","1","0","0","1","0","0","0","0","0","0","1","0","0","0","","0","0","10","05","10","00","00","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","1","4","1","1","1","2","1","4","2","1","1","1","1","8","8","1","1","1","","","1","0","0","0","0","0","0","0","0","1","1","","1","","2","2","2","02","0006000","SEIS MIL","0","0","1","0","0","0","0","0","3","08","02","01","99","99","8","2","2","4","0","0","0","0","0","1","0","0","0","0","0","24869.772737998","U","0173","0066"
"1508104.01","1508104.01.01","1508104","01","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","08","07","07","08","07","09","10","08","08","09","09","06","09","09","10","10","06","07","06","06","07","07","08","07","07","06","07","08","06","09","07","07","07","07","08","08","07","08","09","08","1","2","2","","","","","","","","","","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","06","07","07","08","07","1","2","2","1","2","1","2","1","2","2","2","2","2","2","2","","","","","4","4","3","4","4","3","4","3","2","2","1","4","3","2","3","3","","","0","1","0","0","1","0","0","1","0","1","9","","1","","4","2","1","02","0006000","SEIS MIL","0","0","0","0","0","0","0","1","1","07","06","07","07","07","2","1","2","1","0","0","1","0","1","1","0","0","0","0","0","27367.0525607469","U","0174","0066"
"1508104.02","1508104.02.02","1508104","02","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","00","05","05","05","05","05","05","08","08","05","05","05","05","05","07","07","08","05","08","08","05","08","07","05","07","07","10","10","07","07","08","09","07","05","03","05","06","03","06","00","06","1","1","2","","","","","","","","","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","03","04","05","00","02","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","3","3","3","3","3","2","2","2","2","4","2","3","2","2","3","2","3","2","2","","","1","0","0","1","0","1","0","1","0","2","","2","1","","1","2","2","01","0005000","CINCO MIL","0","0","1","0","1","0","0","0","2","05","05","04","07","03","2","2","3","2","0","1","0","1","1","1","0","0","0","0","0","41050.5788411204","U","0174","0066"
"1508104.03","1508104.03.01","1508104","03","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","09","09","08","08","07","05","09","09","07","07","06","06","06","06","08","09","05","06","06","07","06","08","07","06","07","07","08","05","06","07","07","06","06","07","06","08","06","08","07","05","1","2","1","09","08","07","09","08","08","08","09","09","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","05","07","08","08","07","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","","1","","1","3","3","3","3","4","4","4","2","2","3","2","2","3","2","2","","","1","0","0","0","1","0","0","1","0","1","1","","1","","2","2","1","02","0007500","SIETE MIL QUINIENTOS","0","0","0","0","0","0","0","1","2","06","07","07","06","07","1","2","1","1","0","1","1","0","1","1","0","0","0","0","0","27367.0525607469","U","0174","0066"
"1508104.04","1508104.04.01","1508104","04","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","07","08","08","08","08","08","08","08","08","08","08","08","08","08","08","08","09","08","08","06","08","06","08","06","07","07","09","08","05","05","05","05","05","05","05","05","05","05","07","08","08","2","1","2","","","","","","","","","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","07","08","07","05","08","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","2","2","2","2","2","1","3","3","4","1","3","3","3","3","3","3","3","3","4","","","1","1","0","1","0","0","0","1","0","2","","1","1","","3","2","1","01","0004000","CUATRO MIL","0","0","0","0","0","0","0","1","2","08","08","08","05","08","2","2","2","2","0","1","0","0","0","1","0","0","0","0","0","41050.5788411204","U","0174","0066"
"1508104.05","1508104.05.01","1508104","05","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","09","09","08","10","10","08","10","09","08","08","10","09","09","08","10","10","10","08","09","09","09","09","10","08","08","09","09","06","09","08","08","08","09","09","08","09","08","09","08","08","10","2","2","1","10","10","10","10","10","10","10","10","10","0","0","1","1","0","0","0","0","1","0","0","0","0","0","","0","0","09","08","08","08","08","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","","2","2","2","2","2","3","4","3","3","4","4","3","2","3","4","4","3","4","4","","","0","1","0","0","0","0","1","0","0","2","","1","2","1","3","2","1","99","9999997","NO RESPONDE","0","0","0","0","0","0","0","1","2","08","09","09","08","08","2","1","2","1","0","1","1","0","0","1","0","0","0","0","0","27367.0525607469","U","0174","0066"
"1508671.01","1508671.01.03","1508671","01","03","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","00","00","00","03","02","00","03","02","02","05","04","04","04","03","06","06","06","05","04","05","05","05","05","06","05","06","06","06","05","05","06","04","05","04","05","05","05","02","01","04","2","2","2","","","","","","","","","","0","0","1","0","0","1","1","0","0","0","0","0","0","0","","0","0","02","03","04","07","03","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","","3","","4","4","3","3","3","4","2","3","3","2","2","4","3","3","3","4","","","1","0","1","0","0","0","1","0","0","1","1","","1","","1","2","1","02","0006000","SEIS MIL","0","0","0","0","0","1","0","0","1","06","06","04","04","05","3","1","2","2","0","1","0","0","0","1","0","0","0","0","0","49878.8744043346","U","0175","0067"
"1508671.02","1508671.02.01","1508671","02","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","06","07","07","04","04","05","02","05","05","04","06","05","03","05","06","07","08","06","07","06","07","07","05","06","07","06","05","05","06","05","06","07","06","07","07","07","04","06","03","02","05","1","2","1","06","07","06","05","06","07","07","06","07","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","05","04","05","00","04","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","","3","","4","4","3","3","4","3","2","3","2","3","3","3","2","3","3","3","","","1","0","0","0","1","0","0","1","0","1","1","","1","","1","2","1","04","0010500","DIEZ MIL QUINIENTOS","0","0","0","0","0","0","0","1","1","06","07","06","06","07","2","2","3","3","0","1","1","1","1","1","0","0","0","0","0","74818.3116065019","U","0175","0067"
"1508671.03","1508671.03.01","1508671","03","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","06","07","07","00","05","05","06","08","04","04","06","05","04","05","07","05","07","00","04","05","04","05","06","04","06","05","08","07","05","04","03","08","05","05","05","05","06","06","08","08","09","2","1","2","","","","","","","","","","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","98","05","06","00","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","3","3","2","3","3","3","2","2","3","3","2","2","3","3","","","1","0","0","0","1","0","0","1","0","1","1","","1","","2","2","2","98","9999998","NO SABE","1","0","0","0","0","1","0","0","3","05","05","05","05","05","1","2","2","1","0","1","0","1","1","1","0","0","0","0","0","37409.1558032509","U","0175","0067"
"1508671.04","1508671.04.03","1508671","04","03","15","MEXICO","033","ECATEPEC DE MORELOS","01","04","08","07","05","05","04","04","08","05","04","07","05","04","06","05","07","09","07","07","07","07","06","07","07","06","07","08","08","07","07","08","08","06","07","06","07","06","05","07","07","06","1","1","2","","","","","","","","","","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","98","07","07","03","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","3","3","3","3","2","2","3","3","4","2","3","2","2","3","3","3","1","3","","","0","1","0","0","1","0","0","0","0","1","1","","1","","2","2","2","02","0007400","SIETE MIL CUATROCIENTOS","0","0","0","0","0","0","0","1","2","07","06","06","06","07","2","2","3","3","0","0","0","0","0","1","0","0","0","0","0","49878.8744043346","U","0175","0067"
"1508671.05","1508671.05.02","1508671","05","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","05","09","05","00","05","04","05","09","08","06","09","04","00","09","05","05","09","05","06","06","07","06","05","06","06","07","06","07","07","06","08","07","07","08","07","06","07","07","08","08","08","2","1","2","","","","","","","","","","0","0","0","1","0","0","0","0","1","0","0","0","1","0","","0","0","98","07","08","04","06","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","","1","1","","4","1","4","2","3","4","3","4","3","2","4","3","2","3","3","3","","","0","0","1","0","0","0","0","0","0","1","1","","1","","2","2","2","03","0009500","NUEVE MIL QUINIENTOS","1","0","1","1","0","0","0","0","2","07","07","07","06","07","2","1","3","1","0","0","0","0","0","1","0","0","0","0","0","37409.1558032509","U","0175","0067"
"1509312.01","1509312.01.02","1509312","01","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","07","06","04","04","05","03","00","07","04","02","05","02","04","07","00","07","08","04","04","08","07","05","07","04","06","07","08","09","06","07","05","08","07","07","00","08","08","04","07","05","07","2","2","2","","","","","","","","","","1","1","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","07","07","07","07","05","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","","","","","3","2","3","3","1","3","3","4","3","3","3","1","1","3","1","1","","","1","1","0","1","0","0","0","1","0","1","1","","1","","2","2","1","04","0012000","DOCE MIL","0","0","0","0","0","1","1","0","2","08","08","05","07","05","2","2","2","2","0","1","0","0","0","0","0","0","0","0","0","57880.4318855655","U","0451","0066"
"1509312.02","1509312.02.01","1509312","02","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","09","08","07","09","08","07","09","07","07","08","07","07","09","08","08","09","06","08","07","08","07","07","06","07","07","06","07","07","08","06","07","07","06","07","07","07","07","08","07","07","2","1","2","","","","","","","","","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","07","08","07","07","07","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","1","8","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","","","1","1","0","0","0","0","1","0","0","1","1","","1","","2","2","1","01","0005000","CINCO MIL","0","0","0","0","0","0","0","1","3","08","08","08","08","06","1","1","3","1","0","0","1","0","1","1","0","0","0","0","0","28940.2159427828","U","0451","0066"
"1509312.03","1509312.03.03","1509312","03","03","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","08","07","06","06","06","05","07","06","05","06","06","06","07","08","08","09","06","06","07","08","07","05","05","07","06","09","09","08","07","05","09","06","06","05","05","06","05","08","06","07","1","1","2","","","","","","","","","","1","0","0","0","0","0","0","0","1","0","1","0","0","0","","0","0","08","08","07","10","05","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","","1","","1","1","4","3","1","2","4","2","1","1","3","1","2","2","3","3","","","1","1","0","0","1","0","0","0","0","1","1","","1","","2","1","2","03","0008000","OCHO MIL","1","0","0","0","0","0","0","0","2","04","05","07","05","05","1","1","2","2","0","1","1","0","1","1","0","0","0","0","0","101290.75579974","U","0451","0066"
"1509312.04","1509312.04.01","1509312","04","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","07","07","08","08","08","08","07","09","07","08","08","08","08","07","07","07","08","09","09","07","08","07","08","08","08","06","07","05","08","04","06","08","05","05","05","07","06","08","08","06","08","1","1","1","09","09","09","09","09","09","08","08","09","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","08","07","07","07","07","1","2","1","1","2","1","2","2","2","2","2","2","2","2","2","","","","","4","4","4","3","3","4","3","3","4","4","3","4","4","4","3","3","","","0","0","1","0","0","0","0","1","0","1","1","","1","","2","2","1","07","0020000","VEINTE MIL","0","0","0","0","0","0","0","1","2","07","08","07","07","07","1","1","2","2","0","1","1","0","0","0","0","0","0","0","0","14470.1079713914","U","0451","0066"
"1509312.05","1509312.05.04","1509312","05","04","15","MEXICO","033","ECATEPEC DE MORELOS","01","07","06","04","04","04","04","04","04","04","04","04","04","04","04","04","05","06","04","03","01","01","02","02","06","04","03","10","10","03","03","05","05","02","02","02","06","05","03","06","04","04","1","1","2","","","","","","","","","","0","1","0","1","0","0","1","0","0","0","0","0","0","0","","0","0","04","04","04","05","03","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","4","4","3","3","4","4","3","1","4","2","1","4","2","1","1","3","1","1","4","","","1","0","0","0","1","0","0","1","0","1","1","","1","","2","2","2","05","0015000","QUINCE MIL","0","0","0","0","0","0","0","1","1","07","06","07","07","04","2","1","3","2","0","1","0","0","0","1","1","0","0","0","0","57880.4318855655","U","0451","0066"
"1509532.01","1509532.01.03","1509532","01","03","15","MEXICO","033","ECATEPEC DE MORELOS","01","02","00","00","00","02","00","00","05","00","00","02","02","02","08","05","02","10","02","05","02","05","05","07","08","08","07","05","05","08","05","05","10","05","03","02","05","07","03","05","03","08","2","2","1","08","08","05","05","06","10","08","07","08","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","00","05","07","07","08","1","2","1","1","2","2","1","2","2","2","1","2","1","2","2","","","","2","","2","1","3","1","2","1","1","1","1","4","1","1","1","1","1","","","1","1","0","1","1","1","0","1","0","2","","1","1","","2","2","1","03","0008000","OCHO MIL","0","0","0","0","0","0","0","1","1","05","05","08","06","02","1","1","2","4","0","1","0","0","0","1","0","0","0","0","0","33938.2032029493","U","0176","0067"
"1509532.03","1509532.03.02","1509532","03","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","05","05","05","05","05","05","05","05","05","05","05","05","05","04","07","07","04","06","03","05","04","05","07","03","02","10","08","05","04","03","08","06","06","04","05","06","05","05","03","07","2","2","2","","","","","","","","","","0","0","0","1","0","0","1","0","0","0","1","0","0","0","","0","0","05","04","06","06","05","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","3","3","3","3","3","3","3","2","3","2","3","3","2","2","2","3","2","3","2","","","0","1","1","0","1","0","0","1","0","1","2","","1","","3","2","2","06","0016000","DIECISEIS MIL","0","0","0","0","0","0","0","1","2","05","05","03","03","02","2","2","2","2","0","1","0","1","0","1","0","0","0","0","0","22625.4688019662","U","0176","0067"
"1509532.04","1509532.04.01","1509532","04","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","08","05","00","07","06","07","08","06","06","05","06","05","08","05","08","08","04","06","07","08","07","07","08","08","08","10","09","07","07","08","08","08","07","07","08","07","07","09","08","07","1","1","2","","","","","","","","","","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","08","08","08","06","08","2","1","2","2","2","2","2","2","2","2","2","2","2","2","8","","4","1","3","1","1","1","3","1","1","1","1","1","1","1","1","1","1","3","1","","","0","0","1","0","1","0","0","1","0","2","","1","1","","4","2","2","02","0007000","SIETE MIL","0","0","0","0","0","0","0","1","2","09","08","00","09","08","3","1","2","2","0","1","0","0","0","0","0","0","0","0","0","22625.4688019662","U","0176","0067"
"1509532.05","1509532.05.01","1509532","05","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","08","08","06","08","08","08","08","07","07","08","08","07","08","08","09","08","07","07","07","08","07","07","08","07","07","09","09","08","06","07","08","08","07","07","07","07","07","08","08","08","2","1","2","","","","","","","","","","0","0","0","1","0","0","1","0","1","0","0","0","0","0","","0","0","07","08","08","08","08","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","","","","3","2","4","3","3","3","3","1","3","1","1","1","1","1","1","3","1","","","1","1","0","0","1","0","0","0","0","1","1","","1","","2","2","1","07","0018000","DIECIOCHO MIL","0","0","1","0","0","0","0","0","1","08","08","08","07","07","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","22625.4688019662","U","0176","0067"
"1510077.01","1510077.01.03","1510077","01","03","15","MEXICO","033","ECATEPEC DE MORELOS","01","05","05","03","03","03","02","02","06","05","03","05","04","04","05","04","06","06","05","05","04","05","06","05","05","06","05","08","08","07","07","07","06","05","06","05","04","05","04","07","07","05","2","1","2","","","","","","","","","","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","98","06","07","02","06","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","3","3","3","2","4","3","2","2","1","4","3","3","3","3","","","0","1","0","0","0","0","0","1","0","1","2","","1","","2","2","2","99","9999997","NO RESPONDE","0","0","0","0","0","0","0","1","2","05","04","06","04","04","2","2","3","3","0","1","0","0","0","1","0","0","0","0","0","50745.865148596","U","0177","0067"
"1510077.02","1510077.02.02","1510077","02","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","07","07","06","05","06","06","05","05","05","05","07","07","06","06","06","06","05","06","06","07","06","05","06","04","04","06","09","07","03","05","06","09","03","04","05","07","06","05","06","04","08","2","1","1","08","06","08","08","08","09","08","06","08","0","0","0","1","0","0","1","0","1","0","0","0","0","0","","0","0","06","05","04","06","04","1","1","2","1","2","1","2","2","2","2","2","2","2","2","2","","","","","3","4","4","4","3","3","3","3","2","2","3","3","3","4","3","2","","","0","1","0","0","1","0","0","1","0","1","2","","1","","2","1","2","07","0020000","VEINTE MIL","1","0","0","0","0","0","0","0","1","05","05","04","07","04","2","2","2","2","0","1","1","0","1","0","0","0","0","0","0","50745.865148596","U","0177","0067"
"1510077.04","1510077.04.01","1510077","04","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","08","06","00","05","04","08","08","08","05","08","07","07","06","08","08","08","07","05","07","06","05","07","07","06","05","08","10","07","07","05","07","07","06","07","07","07","06","07","05","05","2","1","1","06","07","07","06","04","05","05","06","08","0","0","0","1","0","0","0","0","1","0","1","0","0","0","","0","0","98","07","07","07","06","1","2","2","1","2","1","2","2","2","2","1","2","2","1","2","","","","","3","","3","3","2","3","4","3","3","2","3","3","3","3","3","3","","","1","0","1","0","1","0","0","0","0","1","1","","1","","2","2","2","01","0005000","CINCO MIL","0","0","0","0","1","0","0","0","2","08","07","07","07","08","3","3","2","2","0","0","0","0","1","1","0","0","0","0","0","25372.932574298","U","0177","0067"
"1510077.05","1510077.05.01","1510077","05","01","15","MEXICO","033","ECATEPEC DE MORELOS","01","05","03","03","02","04","04","04","07","00","00","07","07","06","07","05","06","08","05","05","04","04","05","04","05","06","05","08","09","07","06","06","06","07","04","05","04","04","04","08","07","07","1","1","1","10","10","10","10","10","10","10","10","10","0","0","0","1","0","0","1","0","1","0","0","0","0","0","","0","0","05","06","06","01","05","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","2","2","2","2","2","3","3","3","2","3","3","2","2","1","3","1","3","2","3","","","1","1","0","1","0","0","0","1","0","3","","9","2","2","2","2","1","05","0014000","CATORCE MIL","0","0","0","0","0","0","0","1","2","06","07","08","07","07","2","2","2","3","0","1","0","1","0","1","0","0","0","0","0","12686.466287149","U","0177","0067"
"1510106.01","1510106.01.02","1510106","01","02","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","06","05","05","06","05","05","05","06","06","08","08","07","08","07","08","07","05","05","03","03","03","03","06","06","03","10","10","04","07","08","04","06","06","06","07","07","07","03","04","07","2","2","1","08","08","08","08","08","06","07","08","08","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","03","05","06","00","03","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","","1","1","1","1","1","3","3","1","1","1","2","3","2","1","1","1","1","1","1","","","0","0","1","0","0","1","0","1","0","1","2","","1","","3","2","2","07","0018000","DIECIOCHO MIL","1","0","0","0","0","0","0","0","2","07","08","07","05","03","2","2","3","2","0","1","0","1","0","1","0","0","0","0","0","31624.2348027482","U","0178","0067"
"1510106.02","1510106.02.03","1510106","02","03","15","MEXICO","033","ECATEPEC DE MORELOS","01","05","06","05","05","05","05","02","06","05","05","08","08","05","08","07","09","09","06","07","08","06","07","08","06","08","07","10","10","06","08","05","08","03","04","06","08","06","08","07","07","08","1","1","2","","","","","","","","","","0","0","0","0","0","0","0","1","1","0","1","0","0","0","","0","0","06","07","08","08","06","1","2","2","2","2","1","2","2","2","2","1","2","2","2","2","","","3","","3","3","4","2","2","4","2","4","4","3","4","1","2","4","3","1","","","1","1","0","0","0","0","0","1","0","1","9","","1","","2","2","1","03","0008500","OCHO MIL QUINIENTOS","0","0","1","0","1","0","0","0","2","08","09","07","07","08","2","1","2","2","0","1","1","0","0","0","0","0","0","0","0","79060.5870068705","U","0178","0067"
"1510106.03","1510106.03.03","1510106","03","03","15","MEXICO","033","ECATEPEC DE MORELOS","01","08","07","07","07","06","06","06","08","07","07","07","07","07","07","08","08","09","03","05","02","05","02","05","08","07","03","08","08","07","06","09","09","05","05","04","08","06","07","06","05","08","2","1","1","09","09","09","09","10","10","10","09","10","1","1","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","04","06","08","08","07","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","1","3","3","3","4","3","3","2","2","2","3","2","3","3","4","3","4","4","","","1","0","0","0","1","1","0","1","0","1","2","","1","","2","2","2","07","0020000","VEINTE MIL","0","0","0","0","0","0","0","1","1","08","08","07","08","07","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","47436.3522041223","U","0178","0067"
